date,jual
2020-08-19,14786
2020-08-18,14907
2020-08-14,14917
2020-08-13,14877
2020-08-12,14777
2020-08-11,14728
2020-08-10,14750
2020-08-07,14647
2020-08-06,14587
2020-08-05,14623
2020-08-04,14697
2020-08-03,14713
2020-07-30,14653
2020-07-29,14570
2020-07-28,14543
2020-07-27,14605
2020-07-24,14614
2020-07-23,14669
2020-07-22,14655
2020-07-21,14813
2020-07-20,14832
2020-07-17,14780
2020-07-16,14632
2020-07-15,14616
2020-07-14,14512
2020-07-13,14486
2020-07-10,14501
2020-07-09,14446
2020-07-08,14460
2020-07-07,14456
2020-07-06,14547
2020-07-03,14566
2020-07-02,14516
2020-07-01,14341
2020-06-30,14302
2020-06-29,14369
2020-06-26,14239
2020-06-25,14231
2020-06-24,14160
2020-06-23,14265
2020-06-22,14209
2020-06-19,14242
2020-06-18,14186
2020-06-17,14234
2020-06-16,14155
2020-06-15,14228
2020-06-12,14257
2020-06-11,14014
2020-06-10,14083
2020-06-09,13973
2020-06-08,13956
2020-06-05,14100
2020-06-04,14165
2020-06-03,14245
2020-06-02,14502
2020-05-29,14733
2020-05-28,14769
2020-05-27,14761
2020-05-26,14774
2020-05-20,14785
2020-05-19,14823
2020-05-18,14885
2020-05-15,14909
2020-05-14,14946
2020-05-13,14887
2020-05-12,14978
2020-05-11,14936
2020-05-08,15009
2020-05-06,15127
2020-05-05,15104
2020-05-04,15073
2020-04-30,15157
2020-04-29,15415
2020-04-28,15488
2020-04-27,15591
2020-04-24,15553
2020-04-23,15630
2020-04-22,15567
2020-04-21,15643
2020-04-20,15543
2020-04-17,15503
2020-04-16,15787
2020-04-15,15707
2020-04-14,15722
2020-04-13,15840
2020-04-09,16241
2020-04-08,16245
2020-04-07,16410
2020-04-06,16556
2020-04-03,16464
2020-04-02,16741
2020-04-01,16413
2020-03-31,16367
2020-03-30,16336
2020-03-27,16230
2020-03-26,16328
2020-03-24,16486
2020-03-23,16608
2020-03-20,16273
2020-03-19,15712
2020-03-18,15223
2020-03-17,15083
2020-03-16,14818
2020-03-13,14815
2020-03-12,14490
2020-03-11,14323
2020-03-10,14411
2020-03-09,14342
2020-03-06,14267
2020-03-05,14168
2020-03-04,14171
2020-03-03,14222
2020-03-02,14413
2020-02-28,14234
2020-02-27,14018
2020-02-26,13966
2020-02-25,13893
2020-02-24,13863
2020-02-21,13777
2020-02-20,13735
2020-02-19,13717
2020-02-18,13676
2020-02-17,13693
2020-02-14,13707
2020-02-13,13679
2020-02-12,13659
2020-02-11,13686
2020-02-10,13708
2020-02-07,13647
2020-02-06,13662
2020-02-05,13717
2020-02-04,13760
2020-02-03,13726
2020-01-31,13662
2020-01-30,13652
2020-01-29,13634
2020-01-28,13647
2020-01-27,13612
2020-01-24,13632
2020-01-23,13626
2020-01-22,13678
2020-01-21,13658
2020-01-20,13654
2020-01-17,13648
2020-01-16,13658
2020-01-15,13706
2020-01-14,13654
2020-01-13,13708
2020-01-10,13812
2020-01-09,13860
2020-01-08,13934
2020-01-07,13919
2020-01-06,13961
2020-01-03,13899
2020-01-02,13895
2019-12-31,13901
2019-12-30,13945
2019-12-27,13956
2019-12-26,13982
2019-12-23,13978
2019-12-20,13993
2019-12-19,13983
2019-12-18,14007
2019-12-17,14018
2019-12-16,14004
2019-12-13,13982
2019-12-12,14042
2019-12-11,14025
2019-12-10,14004
2019-12-09,14021
2019-12-06,14037
2019-12-05,14094
2019-12-04,14125
2019-12-03,14130
2019-12-02,14122
2019-11-29,14102
2019-11-28,14099
2019-11-27,14096
2019-11-26,14081
2019-11-25,14091
2019-11-22,14100
2019-11-21,14112
2019-11-20,14097
2019-11-19,14091
2019-11-18,14075
2019-11-15,14069
2019-11-14,14098
2019-11-13,14082
2019-11-12,14059
2019-11-11,14040
2019-11-08,14020
2019-11-07,14040
2019-11-06,13992
2019-11-05,14031
2019-11-04,14002
2019-11-01,14066
2019-10-31,14008
2019-10-30,14044
2019-10-29,14028
2019-10-28,14023
2019-10-25,14064
2019-10-24,13996
2019-10-23,14051
2019-10-22,14058
2019-10-21,14132
2019-10-18,14140
2019-10-17,14172
2019-10-16,14187
2019-10-15,14140
2019-10-14,14126
2019-10-11,14139
2019-10-10,14157
2019-10-09,14182
2019-10-08,14170
2019-10-07,14156
2019-10-04,14135
2019-10-03,14193
2019-10-02,14207
2019-10-01,14196
2019-09-30,14174
2019-09-27,14197
2019-09-26,14162
2019-09-25,14134
2019-09-24,14099
2019-09-23,14077
2019-09-20,14085
2019-09-19,14099
2019-09-18,14080
2019-09-17,14100
2019-09-16,14020
2019-09-13,13950
2019-09-12,14052
2019-09-11,14063
2019-09-10,14031
2019-09-09,14092
2019-09-06,14140
2019-09-05,14153
2019-09-04,14218
2019-09-03,14217
2019-09-02,14190
2019-08-30,14237
2019-08-29,14254
2019-08-28,14263
2019-08-27,14235
2019-08-26,14261
2019-08-23,14249
2019-08-22,14234
2019-08-21,14259
2019-08-20,14262
2019-08-19,14203
2019-08-16,14258
2019-08-15,14296
2019-08-14,14234
2019-08-13,14283
2019-08-12,14220
2019-08-09,14195
2019-08-08,14231
2019-08-07,14275
2019-08-06,14344
2019-08-05,14231
2019-08-02,14203
2019-08-01,14098
2019-07-31,14026
2019-07-30,14034
2019-07-29,14010
2019-07-26,14001
2019-07-25,13986
2019-07-24,14011
2019-07-23,13973
2019-07-22,13963
2019-07-19,13913
2019-07-18,13976
2019-07-17,13949
2019-07-16,13925
2019-07-15,13970
2019-07-12,14085
2019-07-11,14089
2019-07-10,14152
2019-07-09,14129
2019-07-08,14147
2019-07-05,14148
2019-07-04,14106
2019-07-03,14160
2019-07-02,14140
2019-07-01,14117
2019-06-28,14141
2019-06-27,14180
2019-06-26,14174
2019-06-25,14138
2019-06-24,14165
2019-06-21,14116
2019-06-20,14236
2019-06-19,14271
2019-06-18,14334
2019-06-17,14346
2019-06-14,14304
2019-06-13,14270
2019-06-12,14234
2019-06-11,14258
2019-06-10,14231
2019-05-31,14385
2019-05-29,14417
2019-05-28,14380
2019-05-27,14360
2019-05-24,14451
2019-05-23,14513
2019-05-22,14488
2019-05-21,14462
2019-05-20,14478
2019-05-17,14469
2019-05-16,14458
2019-05-15,14448
2019-05-14,14444
2019-05-13,14362
2019-05-10,14347
2019-05-09,14338
2019-05-08,14305
2019-05-07,14309
2019-05-06,14308
2019-05-03,14282
2019-05-02,14245
2019-04-30,14215
2019-04-29,14188
2019-04-26,14188
2019-04-25,14154
2019-04-24,14112
2019-04-23,14080
2019-04-22,14056
2019-04-18,14016
2019-04-16,14066
2019-04-15,14067
2019-04-12,14153
2019-04-11,14156
2019-04-10,14155
2019-04-09,14150
2019-04-08,14145
2019-04-05,14158
2019-04-04,14182
2019-04-02,14237
2019-04-01,14231
2019-03-29,14244
2019-03-28,14255
2019-03-27,14202
2019-03-26,14171
2019-03-25,14223
2019-03-22,14157
2019-03-21,14102
2019-03-20,14231
2019-03-19,14228
2019-03-18,14242
2019-03-15,14310
2019-03-14,14253
2019-03-13,14269
2019-03-12,14251
2019-03-11,14324
2019-03-08,14223
2019-03-06,14129
2019-03-05,14146
2019-03-04,14149
2019-03-01,14111
2019-02-28,14062
2019-02-27,14004
2019-02-26,13990
2019-02-25,14007
2019-02-22,14079
2019-02-21,14057
2019-02-20,14055
2019-02-19,14119
2019-02-18,14106
2019-02-15,14116
2019-02-14,14093
2019-02-13,14027
2019-02-12,14088
2019-02-11,13995
2019-02-08,13992
2019-02-07,13978
2019-02-06,13947
2019-02-04,13976
2019-02-01,13978
2019-01-31,14072
2019-01-30,14112
2019-01-29,14098
2019-01-28,14038
2019-01-25,14163
2019-01-24,14141
2019-01-23,14188
2019-01-22,14221
2019-01-21,14212
2019-01-18,14182
2019-01-17,14158
2019-01-16,14154
2019-01-15,14084
2019-01-14,14052
2019-01-11,14076
2019-01-10,14093
2019-01-09,14120
2019-01-08,14031
2019-01-07,14105
2019-01-04,14350
2019-01-03,14474
2019-01-02,14465
2018-12-31,14481
2018-12-28,14542
2018-12-27,14563
2018-12-26,14602
2018-12-21,14480
2018-12-20,14499
2018-12-19,14380
2018-12-18,14523
2018-12-17,14617
2018-12-14,14538
2018-12-13,14536
2018-12-12,14577
2018-12-11,14613
2018-12-10,14517
2018-12-07,14539
2018-12-06,14507
2018-12-05,14383
2018-12-04,14293
2018-12-03,14252
2018-11-30,14339
2018-11-29,14408
2018-11-28,14535
2018-11-27,14504
2018-11-26,14551
2018-11-23,14552
2018-11-22,14592
2018-11-21,14618
2018-11-19,14586
2018-11-16,14594
2018-11-15,14764
2018-11-14,14755
2018-11-13,14895
2018-11-12,14747
2018-11-09,14632
2018-11-08,14651
2018-11-07,14764
2018-11-06,14891
2018-11-05,14972
2018-11-02,15089
2018-11-01,15195
2018-10-31,15227
2018-10-30,15237
2018-10-29,15218
2018-10-26,15207
2018-10-25,15210
2018-10-24,15193
2018-10-23,15208
2018-10-22,15192
2018-10-19,15221
2018-10-18,15187
2018-10-17,15178
2018-10-16,15206
2018-10-15,15246
2018-10-12,15194
2018-10-11,15253
2018-10-10,15215
2018-10-09,15233
2018-10-08,15193
2018-10-05,15182
2018-10-04,15133
2018-10-03,15088
2018-10-02,14988
2018-10-01,14905
2018-09-28,14929
2018-09-27,14919
2018-09-26,14938
2018-09-25,14893
2018-09-24,14865
2018-09-21,14824
2018-09-20,14839
2018-09-19,14896
2018-09-18,14908
2018-09-17,14859
2018-09-14,14835
2018-09-13,14794
2018-09-12,14863
2018-09-10,14835
2018-09-07,14884
2018-09-06,14891
2018-09-05,14927
2018-09-04,14840
2018-09-03,14767
2018-08-31,14711
2018-08-30,14655
2018-08-29,14643
2018-08-28,14614
2018-08-27,14610
2018-08-24,14655
2018-08-23,14620
2018-08-21,14568
2018-08-20,14578
2018-08-16,14619
2018-08-15,14621
2018-08-14,14625
2018-08-13,14583
2018-08-10,14437
2018-08-09,14422
2018-08-08,14439
2018-08-07,14485
2018-08-06,14481
2018-08-03,14503
2018-08-02,14446
2018-08-01,14442
2018-07-31,14413
2018-07-30,14409
2018-07-27,14483
2018-07-26,14443
2018-07-25,14515
2018-07-24,14541
2018-07-23,14454
2018-07-20,14520
2018-07-19,14418
2018-07-18,14406
2018-07-17,14391
2018-07-16,14396
2018-07-13,14358
2018-07-12,14435
2018-07-11,14391
2018-07-10,14326
2018-07-09,14332
2018-07-06,14409
2018-07-05,14387
2018-07-04,14343
2018-07-03,14418
2018-07-02,14331
2018-06-29,14404
2018-06-28,14271
2018-06-26,14163
2018-06-25,14105
2018-06-22,14102
2018-06-21,14090
2018-06-08,13902
2018-06-07,13868
2018-06-06,13875
2018-06-05,13887
2018-06-04,13872
2018-05-31,13951
2018-05-30,14032
2018-05-28,14065
2018-05-25,14166
2018-05-24,14205
2018-05-23,14192
2018-05-22,14178
2018-05-21,14176
2018-05-18,14107
2018-05-17,14074
2018-05-16,14094
2018-05-15,14020
2018-05-14,13976
2018-05-11,14048
2018-05-09,14074
2018-05-08,14036
2018-05-07,13956
2018-05-04,13943
2018-05-03,13965
2018-05-02,13936
2018-04-30,13877
2018-04-27,13879
2018-04-26,13930
2018-04-25,13888
2018-04-24,13900
2018-04-23,13894
2018-04-20,13804
2018-04-19,13778
2018-04-18,13770
2018-04-17,13770
2018-04-16,13766
2018-04-13,13753
2018-04-12,13763
2018-04-11,13747
2018-04-10,13759
2018-04-09,13771
2018-04-06,13771
2018-04-05,13767
2018-04-04,13760
2018-04-03,13765
2018-04-02,13750
2018-03-29,13756
2018-03-28,13745
2018-03-27,13708
2018-03-26,13776
2018-03-23,13780
2018-03-22,13737
2018-03-21,13759
2018-03-20,13761
2018-03-19,13765
2018-03-16,13765
2018-03-15,13748
2018-03-14,13739
2018-03-13,13757
2018-03-12,13768
2018-03-09,13794
2018-03-08,13774
2018-03-07,13763
2018-03-06,13750
2018-03-05,13740
2018-03-02,13746
2018-03-01,13793
2018-02-28,13707
2018-02-27,13650
2018-02-26,13659
2018-02-23,13670
2018-02-22,13665
2018-02-21,13582
2018-02-20,13573
2018-02-19,13541
2018-02-15,13570
2018-02-14,13657
2018-02-13,13644
2018-02-12,13609
2018-02-09,13643
2018-02-08,13602
2018-02-07,13533
2018-02-06,13578
2018-02-05,13498
2018-02-02,13428
2018-02-01,13402
2018-01-31,13413
2018-01-30,13398
2018-01-29,13327
2018-01-26,13303
2018-01-25,13290
2018-01-24,13321
2018-01-23,13318
2018-01-22,13334
2018-01-19,13331
2018-01-18,13365
2018-01-17,13323
2018-01-16,13333
2018-01-15,13330
2018-01-12,13362
2018-01-11,13427
2018-01-10,13449
2018-01-09,13428
2018-01-08,13397
2018-01-05,13405
2018-01-04,13474
2018-01-03,13498
2018-01-02,13542
2017-12-29,13548
2017-12-28,13560
2017-12-27,13562
2017-12-22,13558
2017-12-21,13545
2017-12-20,13579
2017-12-19,13587
2017-12-18,13584
2017-12-15,13573
2017-12-14,13565
2017-12-13,13589
2017-12-12,13550
2017-12-11,13546
2017-12-08,13556
2017-12-07,13552
2017-12-06,13524
2017-12-05,13515
2017-12-04,13527
2017-11-30,13514
2017-11-29,13515
2017-11-28,13527
2017-11-27,13511
2017-11-24,13506
2017-11-23,13503
2017-11-22,13523
2017-11-21,13544
2017-11-20,13529
2017-11-17,13517
2017-11-16,13538
2017-11-15,13539
2017-11-14,13542
2017-11-13,13555
2017-11-10,13514
2017-11-09,13514
2017-11-08,13524
2017-11-07,13504
2017-11-06,13529
2017-11-03,13500
2017-11-02,13562
2017-11-01,13592
2017-10-31,13572
2017-10-30,13580
2017-10-27,13630
2017-10-26,13560
2017-10-25,13570
2017-10-24,13529
2017-10-23,13535
2017-10-20,13517
2017-10-19,13521
2017-10-18,13514
2017-10-17,13490
2017-10-16,13483
2017-10-13,13508
2017-10-12,13521
2017-10-11,13509
2017-10-10,13491
2017-10-09,13504
2017-10-06,13485
2017-10-05,13483
2017-10-04,13489
2017-10-03,13582
2017-10-02,13499
2017-09-29,13492
2017-09-28,13464
2017-09-27,13384
2017-09-26,13348
2017-09-25,13305
2017-09-22,13325
2017-09-20,13270
2017-09-19,13258
2017-09-18,13238
2017-09-15,13261
2017-09-14,13239
2017-09-13,13209
2017-09-12,13186
2017-09-11,13154
2017-09-08,13284
2017-09-07,13331
2017-09-06,13337
2017-09-05,13336
2017-09-04,13345
2017-08-31,13351
2017-08-30,13343
2017-08-29,13348
2017-08-28,13338
2017-08-25,13348
2017-08-24,13354
2017-08-23,13342
2017-08-22,13338
2017-08-21,13355
2017-08-18,13368
2017-08-16,13374
2017-08-15,13344
2017-08-14,13344
2017-08-11,13370
2017-08-10,13338
2017-08-09,13324
2017-08-08,13319
2017-08-07,13319
2017-08-04,13324
2017-08-03,13330
2017-08-02,13331
2017-08-01,13318
2017-07-31,13323
2017-07-28,13326
2017-07-27,13315
2017-07-26,13334
2017-07-25,13320
2017-07-24,13319
2017-07-21,13323
2017-07-20,13320
2017-07-19,13304
2017-07-18,13314
2017-07-17,13313
2017-07-14,13347
2017-07-13,13342
2017-07-12,13368
2017-07-11,13387
2017-07-10,13408
2017-07-07,13397
2017-07-06,13364
2017-07-05,13349
2017-07-04,13386
2017-07-03,13325
2017-06-22,13319
2017-06-21,13301
2017-06-20,13297
2017-06-19,13286
2017-06-16,13298
2017-06-15,13282
2017-06-14,13286
2017-06-13,13294
2017-06-12,13292
2017-06-09,13292
2017-06-08,13316
2017-06-07,13307
2017-06-06,13285
2017-06-05,13287
2017-06-02,13311
2017-05-31,13321
2017-05-30,13336
2017-05-29,13312
2017-05-26,13295
2017-05-24,13316
2017-05-23,13296
2017-05-22,13297
2017-05-19,13410
2017-05-18,13343
2017-05-17,13306
2017-05-16,13298
2017-05-15,13319
2017-05-12,13340
2017-05-10,13355
2017-05-09,13317
2017-05-08,13324
2017-05-05,13339
2017-05-04,13330
2017-05-03,13297
2017-05-02,13316
2017-04-28,13327
2017-04-27,13299
2017-04-26,13278
2017-04-25,13296
2017-04-21,13320
2017-04-20,13328
2017-04-18,13299
2017-04-17,13255
2017-04-13,13264
2017-04-12,13298
2017-04-11,13282
2017-04-10,13323
2017-04-07,13341
2017-04-06,13327
2017-04-05,13329
2017-04-04,13326
2017-04-03,13324
2017-03-31,13321
2017-03-30,13316
2017-03-29,13323
2017-03-27,13314
2017-03-24,13329
2017-03-23,13332
2017-03-22,13335
2017-03-21,13308
2017-03-20,13329
2017-03-17,13342
2017-03-16,13336
2017-03-15,13375
2017-03-14,13360
2017-03-13,13364
2017-03-10,13393
2017-03-09,13373
2017-03-08,13340
2017-03-07,13350
2017-03-06,13364
2017-03-03,13375
2017-03-02,13361
2017-03-01,13361
2017-02-28,13347
2017-02-27,13339
2017-02-24,13336
2017-02-23,13360
2017-02-22,13356
2017-02-21,13370
2017-02-20,13352
2017-02-17,13328
2017-02-16,13329
2017-02-14,13330
2017-02-13,13330
2017-02-10,13318
2017-02-09,13308
2017-02-08,13337
2017-02-07,13322
2017-02-06,13329
2017-02-03,13362
2017-02-02,13374
2017-02-01,13349
2017-01-31,13343
2017-01-30,13335
2017-01-27,13359
2017-01-26,13325
2017-01-25,13340
2017-01-24,13330
2017-01-23,13372
2017-01-20,13382
2017-01-19,13376
2017-01-18,13328
2017-01-17,13381
2017-01-16,13354
2017-01-13,13308
2017-01-12,13288
2017-01-11,13327
2017-01-10,13320
2017-01-09,13385
2017-01-06,13347
2017-01-05,13370
2017-01-04,13478
2017-01-03,13485
2016-12-30,13436
2016-12-29,13473
2016-12-28,13447
2016-12-27,13436
2016-12-23,13470
2016-12-22,13435
2016-12-21,13473
2016-12-20,13393
2016-12-19,13381
2016-12-16,13426
2016-12-15,13367
2016-12-14,13285
2016-12-13,13309
2016-12-09,13337
2016-12-08,13304
2016-12-07,13336
2016-12-06,13405
2016-12-05,13516
2016-12-02,13524
2016-12-01,13582
2016-11-30,13563
2016-11-29,13549
2016-11-28,13467
2016-11-25,13570
2016-11-24,13540
2016-11-23,13473
2016-11-22,13424
2016-11-21,13438
2016-11-18,13408
2016-11-17,13385
2016-11-16,13347
2016-11-15,13338
2016-11-14,13358
2016-11-11,13350
2016-11-10,13118
2016-11-09,13084
2016-11-08,13090
2016-11-07,13082
2016-11-04,13103
2016-11-03,13050
2016-11-02,13058
2016-11-01,13036
2016-10-31,13051
2016-10-28,13048
2016-10-27,13027
2016-10-26,12997
2016-10-25,13022
2016-10-24,13047
2016-10-21,13020
2016-10-20,12999
2016-10-19,13007
2016-10-18,13044
2016-10-17,13054
2016-10-14,13047
2016-10-13,13028
2016-10-12,13023
2016-10-11,12992
2016-10-10,12969
2016-10-07,13002
2016-10-06,12992
2016-10-05,12995
2016-10-04,12988
2016-10-03,13010
2016-09-30,12998
2016-09-29,12952
2016-09-28,12926
2016-09-27,13027
2016-09-26,13076
2016-09-23,13098
2016-09-22,13098
2016-09-21,13148
2016-09-20,13142
2016-09-19,13164
2016-09-16,13131
2016-09-15,13190
2016-09-14,13228
2016-09-13,13151
2016-09-09,13089
2016-09-08,13090
2016-09-07,13086
2016-09-06,13162
2016-09-05,13197
2016-09-02,13261
2016-09-01,13269
2016-08-31,13300
2016-08-30,13260
2016-08-29,13275
2016-08-26,13242
2016-08-25,13267
2016-08-24,13252
2016-08-23,13216
2016-08-22,13197
2016-08-19,13119
2016-08-18,13114
2016-08-16,13098
2016-08-15,13121
2016-08-12,13120
2016-08-11,13113
2016-08-10,13123
2016-08-09,13133
2016-08-08,13144
2016-08-05,13125
2016-08-04,13138
2016-08-03,13114
2016-08-02,13079
2016-08-01,13080
2016-07-29,13094
2016-07-28,13113
2016-07-27,13130
2016-07-26,13150
2016-07-25,13135
2016-07-22,13102
2016-07-21,13122
2016-07-20,13100
2016-07-19,13086
2016-07-18,13112
2016-07-15,13086
2016-07-14,13088
2016-07-13,13095
2016-07-12,13151
2016-07-11,13112
2016-07-01,13172
2016-06-30,13180
2016-06-29,13166
2016-06-28,13256
2016-06-27,13495
2016-06-24,13296
2016-06-23,13265
2016-06-22,13298
2016-06-21,13286
2016-06-20,13260
2016-06-17,13358
2016-06-16,13327
2016-06-15,13398
2016-06-14,13273
2016-06-13,13341
2016-06-10,13309
2016-06-09,13231
2016-06-08,13241
2016-06-07,13375
2016-06-06,13478
2016-06-03,13612
2016-06-02,13695
2016-06-01,13671
2016-05-31,13615
2016-05-30,13641
2016-05-27,13575
2016-05-26,13615
2016-05-25,13671
2016-05-24,13606
2016-05-23,13607
2016-05-20,13573
2016-05-19,13467
2016-05-18,13319
2016-05-17,13278
2016-05-16,13328
2016-05-13,13311
2016-05-12,13299
2016-05-11,13271
2016-05-10,13333
2016-05-09,13284
2016-05-04,13246
2016-05-03,13162
2016-05-02,13192
2016-04-29,13204
2016-04-28,13204
2016-04-27,13173
2016-04-26,13215
2016-04-25,13235
2016-04-22,13169
2016-04-21,13182
2016-04-20,13133
2016-04-19,13150
2016-04-18,13204
2016-04-15,13166
2016-04-14,13238
2016-04-13,13096
2016-04-12,13123
2016-04-11,13134
2016-04-08,13169
2016-04-07,13197
2016-04-06,13223
2016-04-05,13217
2016-04-04,13145
2016-04-01,13200
2016-03-31,13276
2016-03-30,13359
2016-03-29,13363
2016-03-28,13323
2016-03-24,13250
2016-03-23,13167
2016-03-22,13175
2016-03-21,13160
2016-03-18,13048
2016-03-17,13166
2016-03-16,13169
2016-03-15,13087
2016-03-14,13020
2016-03-11,13087
2016-03-10,13149
2016-03-08,13128
2016-03-07,13029
2016-03-04,13159
2016-03-03,13260
2016-03-02,13314
2016-03-01,13367
2016-02-29,13395
2016-02-26,13400
2016-02-25,13416
2016-02-24,13446
2016-02-23,13397
2016-02-22,13460
2016-02-19,13549
2016-02-18,13479
2016-02-17,13504
2016-02-16,13333
2016-02-15,13476
2016-02-12,13471
2016-02-11,13369
2016-02-10,13538
2016-02-09,13689
2016-02-05,13653
2016-02-04,13662
2016-02-03,13757
2016-02-02,13621
2016-02-01,13699
2016-01-29,13846
2016-01-28,13889
2016-01-27,13871
2016-01-26,13904
2016-01-25,13844
2016-01-22,13874
2016-01-21,13899
2016-01-20,13896
2016-01-19,13921
2016-01-18,13931
2016-01-15,13886
2016-01-14,13877
2016-01-13,13861
2016-01-12,13835
2016-01-11,13935
2016-01-08,13874
2016-01-07,13946
2016-01-06,13863
2016-01-05,13931
2016-01-04,13898
2015-12-31,13795
2015-12-30,13794
2015-12-29,13658
2015-12-28,13639
2015-12-23,13644
2015-12-22,13615
2015-12-21,13872
2015-12-18,14032
2015-12-17,14028
2015-12-16,14050
2015-12-15,14065
2015-12-14,14076
2015-12-11,13937
2015-12-10,13954
2015-12-08,13853
2015-12-07,13837
2015-12-04,13833
2015-12-03,13845
2015-12-02,13757
2015-12-01,13808
2015-11-30,13840
2015-11-27,13747
2015-11-26,13733
2015-11-25,13673
2015-11-24,13723
2015-11-23,13696
2015-11-20,13739
2015-11-19,13787
2015-11-18,13763
2015-11-17,13711
2015-11-16,13732
2015-11-13,13633
2015-11-12,13575
2015-11-11,13576
2015-11-10,13619
2015-11-09,13687
2015-11-06,13550
2015-11-05,13603
2015-11-04,13461
2015-11-03,13594
2015-11-02,13682
2015-10-30,13639
2015-10-29,13562
2015-10-28,13630
2015-10-27,13626
2015-10-26,13643
2015-10-23,13491
2015-10-22,13640
2015-10-21,13696
2015-10-20,13634
2015-10-19,13563
2015-10-16,13534
2015-10-15,13288
2015-10-13,13557
2015-10-12,13466
2015-10-09,13521
2015-10-08,13809
2015-10-07,14065
2015-10-06,14382
2015-10-05,14604
2015-10-02,14709
2015-10-01,14654
2015-09-30,14657
2015-09-29,14728
2015-09-28,14696
2015-09-25,14690
2015-09-23,14623
2015-09-22,14486
2015-09-21,14451
2015-09-18,14463
2015-09-17,14452
2015-09-16,14442
2015-09-15,14371
2015-09-14,14322
2015-09-11,14306
2015-09-10,14322
2015-09-09,14244
2015-09-08,14285
2015-09-07,14234
2015-09-04,14178
2015-09-03,14160
2015-09-02,14127
2015-09-01,14081
2015-08-31,14027
2015-08-28,14011
2015-08-27,14128
2015-08-26,14102
2015-08-25,14067
2015-08-24,13998
2015-08-21,13895
2015-08-20,13838
2015-08-19,13824
2015-08-18,13831
2015-08-14,13763
2015-08-13,13747
2015-08-12,13758
2015-08-11,13541
2015-08-10,13536
2015-08-07,13536
2015-08-06,13529
2015-08-05,13517
2015-08-04,13495
2015-08-03,13492
2015-07-31,13481
2015-07-30,13468
2015-07-29,13444
2015-07-28,13460
2015-07-27,13453
2015-07-24,13448
2015-07-23,13394
2015-07-22,13368
2015-07-15,13329
2015-07-14,13320
2015-07-13,13309
2015-07-10,13304
2015-07-09,13347
2015-07-08,13346
2015-07-07,13313
2015-07-06,13353
2015-07-03,13316
2015-07-02,13337
2015-07-01,13331
2015-06-30,13332
2015-06-29,13356
2015-06-26,13338
2015-06-25,13323
2015-06-24,13280
2015-06-23,13316
2015-06-22,13318
2015-06-19,13324
2015-06-18,13341
2015-06-17,13367
2015-06-16,13333
2015-06-15,13333
2015-06-12,13317
2015-06-11,13292
2015-06-10,13329
2015-06-09,13362
2015-06-08,13360
2015-06-05,13288
2015-06-04,13243
2015-06-03,13196
2015-06-01,13230
2015-05-29,13211
2015-05-28,13205
2015-05-27,13229
2015-05-26,13192
2015-05-25,13186
2015-05-22,13136
2015-05-21,13150
2015-05-20,13169
2015-05-19,13183
2015-05-18,13116
2015-05-15,13090
2015-05-13,13188
2015-05-12,13203
2015-05-11,13116
2015-05-08,13177
2015-05-07,13065
2015-05-06,13040
2015-05-05,12993
2015-05-04,13021
2015-04-30,12937
2015-04-29,12964
2015-04-28,12978
2015-04-27,12922
2015-04-24,12941
2015-04-23,12939
2015-04-22,12952
2015-04-21,12942
2015-04-20,12875
2015-04-17,12863
2015-04-16,12838
2015-04-15,12976
2015-04-14,12979
2015-04-13,12945
2015-04-10,12910
2015-04-09,12973
2015-04-08,13002
2015-04-07,12982
2015-04-06,12942
2015-04-02,13000
2015-04-01,13043
2015-03-31,13084
2015-03-30,13086
2015-03-27,13064
2015-03-26,13003
2015-03-25,12932
2015-03-24,12972
2015-03-23,13076
2015-03-20,13075
2015-03-19,13008
2015-03-18,13164
2015-03-17,13209
2015-03-16,13237
2015-03-13,13191
2015-03-12,13176
2015-03-11,13164
2015-03-10,13059
2015-03-09,13047
2015-03-06,12983
2015-03-05,13022
2015-03-04,12963
2015-03-03,12962
2015-03-02,12993
2015-02-27,12863
2015-02-26,12862
2015-02-25,12887
2015-02-24,12866
2015-02-23,12813
2015-02-20,12849
2015-02-18,12804
2015-02-17,12757
2015-02-16,12742
2015-02-13,12769
2015-02-12,12794
2015-02-11,12700
2015-02-10,12644
2015-02-09,12679
2015-02-06,12613
2015-02-05,12653
2015-02-04,12609
2015-02-03,12643
2015-02-02,12700
2015-01-30,12625
2015-01-29,12515
2015-01-28,12498
2015-01-27,12493
2015-01-26,12517
2015-01-23,12444
2015-01-22,12451
2015-01-21,12557
2015-01-20,12659
2015-01-19,12612
2015-01-16,12593
2015-01-15,12617
2015-01-14,12580
2015-01-13,12608
2015-01-12,12568
2015-01-09,12640
2015-01-08,12731
2015-01-07,12732
2015-01-06,12658
2015-01-05,12589
2015-01-02,12474
2014-12-31,12440
2014-12-30,12436
2014-12-29,12434
2014-12-24,12467
2014-12-23,12456
2014-12-22,12435
2014-12-19,12500
2014-12-18,12565
2014-12-17,12720
2014-12-16,12900
2014-12-15,12599
2014-12-12,12432
2014-12-11,12336
2014-12-10,12336
2014-12-09,12347
2014-12-08,12352
2014-12-05,12296
2014-12-04,12318
2014-12-03,12295
2014-12-02,12276
2014-12-01,12264
2014-11-28,12196
2014-11-27,12179
2014-11-26,12160
2014-11-25,12166
2014-11-24,12122
2014-11-21,12161
2014-11-20,12161
2014-11-19,12124
2014-11-18,12146
