tanggal,beras,beras_kb1,beras_kb2,beras_km1,beras_km2,beras_ks1,beras_ks2,daging_ayam,daging_ayam_rs,daging_sapi,daging_sapi_k1,daging_sapi_k2,telur_ayam,telur_ayam_rs,bawang_merah,bawang_merah_sedang,bawang_putih,bawang_putih_sedang,cabai_merah,cabai_merah_besar,cabai_merah_keriting,cabai_rawit,cabai_rawit_hijau,cabai_rawit_merah,minyak_goreng,minyak_goreng_curah,minyak_goreng_merk1,minyak_goreng_merk2,gula_pasir,gula_pasir_premium,gula_pasir_lokal
03/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","36,900","36,900","124,050","127,650","119,050","26,350","26,350","32,200","32,200","30,300","30,300","33,600","36,150","32,600","45,250","39,450","50,800","15,250","14,450","15,750","15,200","14,200","15,500","13,300"
04/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,000","37,000","124,050","127,650","119,100","26,400","26,400","32,250","32,250","30,250","30,250","33,900","37,050","32,450","44,900","39,250","50,400","15,250","14,450","15,750","15,200","14,200","15,450","13,300"
07/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,050","37,050","123,850","127,450","118,900","26,500","26,500","31,900","31,900","30,150","30,150","33,850","36,800","32,500","45,450","39,800","50,900","15,250","14,450","15,800","15,200","14,200","15,500","13,300"
08/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,050","37,050","123,600","127,150","118,600","26,500","26,500","31,850","31,850","30,050","30,050","33,550","36,050","32,600","45,250","39,900","50,250","15,250","14,400","15,800","15,200","14,200","15,450","13,300"
09/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,200","37,200","123,450","127,100","118,450","26,500","26,500","31,750","31,750","30,100","30,100","33,700","36,100","32,850","45,250","39,950","49,950","15,250","14,500","15,800","15,200","14,200","15,500","13,300"
10/ 06/ 2021,"11,700","10,700","10,350","11,750","11,550","13,050","12,650","37,300","37,300","123,600","127,100","118,700","26,450","26,450","31,800","31,800","30,050","30,050","33,700","36,050","32,850","45,200","39,950","49,850","15,250","14,500","15,800","15,200","14,200","15,500","13,300"
11/ 06/ 2021,"11,700","10,700","10,350","11,750","11,550","13,050","12,650","37,400","37,400","123,500","127,100","118,500","26,450","26,450","31,400","31,400","30,050","30,050","33,750","36,050","32,950","45,850","40,400","50,750","15,300","14,500","15,800","15,250","14,200","15,500","13,300"
14/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,600","37,600","123,500","127,150","118,550","26,500","26,500","31,200","31,200","30,000","30,000","33,200","35,650","32,400","46,000","40,850","50,550","15,300","14,450","15,850","15,250","14,200","15,500","13,300"
15/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,700","37,700","123,500","127,150","118,500","26,450","26,450","30,950","30,950","29,950","29,950","32,650","35,050","31,850","46,250","41,100","50,750","15,300","14,500","15,850","15,250","14,200","15,500","13,300"
16/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,550","37,550","123,600","127,300","118,500","26,350","26,350","30,950","30,950","29,950","29,950","32,500","34,850","31,700","46,600","41,900","50,750","15,300","14,450","15,850","15,250","14,200","15,500","13,300"
17/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,650","37,650","123,500","127,150","118,500","26,300","26,300","30,950","30,950","30,000","30,000","32,500","34,800","31,700","46,950","42,150","51,450","15,300","14,500","15,900","15,250","14,200","15,450","13,300"
18/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,550","37,550","123,500","127,150","118,500","26,300","26,300","31,000","31,000","29,950","29,950","32,400","34,850","31,600","47,650","42,350","52,750","15,300","14,450","15,900","15,300","14,200","15,450","13,300"
21/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,500","37,500","123,450","127,050","118,500","26,150","26,150","30,900","30,900","29,800","29,800","32,800","35,150","32,150","50,150","43,900","56,400","15,300","14,450","15,900","15,300","14,200","15,450","13,300"
22/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,500","37,500","123,650","127,250","118,600","26,050","26,050","31,000","31,000","29,750","29,750","32,700","34,700","32,400","50,700","44,250","57,300","15,300","14,400","15,900","15,300","14,200","15,450","13,250"
23/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,500","37,500","123,650","127,250","118,600","25,950","25,950","31,050","31,050","29,750","29,750","32,850","34,600","32,750","51,150","44,650","57,650","15,350","14,400","15,950","15,300","14,200","15,450","13,250"
24/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,450","37,450","123,650","127,250","118,650","25,950","25,950","31,200","31,200","29,650","29,650","32,900","34,500","32,900","51,950","45,050","58,800","15,350","14,400","15,950","15,300","14,150","15,450","13,250"
25/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","37,200","37,200","123,650","127,250","118,650","25,900","25,900","31,250","31,250","29,700","29,700","33,600","34,950","33,700","53,600","45,500","61,600","15,350","14,400","15,950","15,300","14,150","15,450","13,250"
28/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","36,700","36,700","123,450","127,100","118,350","25,850","25,850","31,600","31,600","29,800","29,800","34,050","35,050","34,300","54,900","45,850","63,550","15,350","14,350","15,950","15,350","14,150","15,450","13,250"
29/ 06/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","36,500","36,500","123,750","127,350","118,350","25,750","25,750","31,550","31,550","29,750","29,750","34,100","35,050","34,500","55,900","46,300","65,350","15,300","14,300","15,950","15,350","14,150","15,450","13,250"
30/ 06/ 2021,"11,700","10,700","10,350","11,750","11,550","13,050","12,650","36,300","36,300","123,750","127,350","118,350","25,750","25,750","31,700","31,700","29,750","29,750","34,450","35,300","34,750","56,400","46,350","66,500","15,350","14,300","16,000","15,350","14,150","15,450","13,250"
01/ 07/ 2021,"11,750","10,700","10,350","11,750","11,600","13,050","12,650","35,950","35,950","123,900","127,450","118,500","25,650","25,650","31,750","31,750","29,800","29,800","34,850","35,700","35,150","56,700","46,550","66,600","15,300","14,200","16,000","15,400","14,150","15,450","13,200"
02/ 07/ 2021,"11,700","10,700","10,350","11,750","11,550","13,050","12,650","35,800","35,800","123,850","127,450","118,450","25,650","25,650","31,750","31,750","29,750","29,750","35,250","35,750","35,650","56,700","46,800","66,650","15,300","14,200","16,000","15,400","14,150","15,450","13,250"
05/ 07/ 2021,"11,700","10,700","10,350","11,750","11,550","13,050","12,650","35,200","35,200","123,900","127,500","118,500","25,400","25,400","31,950","31,950","29,750","29,750","36,500","36,300","36,900","57,850","46,600","68,400","15,350","14,250","16,000","15,400","14,150","15,400","13,250"
06/ 07/ 2021,"11,750","10,700","10,350","11,750","11,550","13,050","12,650","35,000","35,000","123,900","127,500","118,450","25,400","25,400","32,100","32,100","29,750","29,750","36,450","36,150","36,950","58,350","46,800","69,000","15,350","14,250","16,000","15,350","14,150","15,400","13,250"
07/ 07/ 2021,"11,700","10,700","10,350","11,750","11,550","13,050","12,650","34,750","34,750","123,950","127,550","118,500","25,350","25,350","32,300","32,300","29,800","29,800","37,050","36,400","37,850","58,200","46,400","69,250","15,300","14,250","16,000","15,400","14,150","15,400","13,250"
08/ 07/ 2021,"11,700","10,700","10,350","11,750","11,550","13,050","12,650","34,700","34,700","123,950","127,550","118,600","25,350","25,350","32,300","32,300","29,850","29,850","37,050","36,450","37,750","58,700","47,250","69,500","15,300","14,200","16,000","15,400","14,150","15,400","13,250"
09/ 07/ 2021,"11,700","10,700","10,350","11,750","11,550","13,050","12,650","34,450","34,450","123,950","127,550","118,550","25,300","25,300","32,400","32,400","29,900","29,900","37,300","36,150","37,900","58,800","47,150","69,850","15,300","14,200","16,000","15,400","14,150","15,400","13,250"
12/ 07/ 2021,"11,700","10,650","10,350","11,750","11,550","13,050","12,600","33,950","33,950","124,050","127,650","118,700","25,300","25,300","32,450","32,450","29,850","29,850","37,200","36,550","37,700","59,200","47,400","70,550","15,350","14,300","16,000","15,400","14,100","15,350","13,200"
13/ 07/ 2021,"11,700","10,700","10,350","11,750","11,550","13,000","12,600","33,750","33,750","124,050","127,650","118,650","25,300","25,300","32,500","32,500","29,850","29,850","37,150","36,400","37,650","59,200","47,250","70,600","15,350","14,300","16,000","15,400","14,100","15,350","13,200"
14/ 07/ 2021,"11,700","10,650","10,350","11,750","11,500","13,000","12,600","33,550","33,550","122,350","125,900","118,700","25,350","25,350","32,550","32,550","29,850","29,850","37,200","36,400","37,800","59,100","47,100","71,100","15,350","14,300","16,000","15,400","14,100","15,350","13,200"
15/ 07/ 2021,"11,700","10,650","10,350","11,700","11,500","13,000","12,600","33,400","33,400","123,950","127,550","118,500","25,350","25,350","32,600","32,600","29,900","29,900","37,300","36,550","37,900","58,750","47,200","70,400","15,350","14,300","16,000","15,400","14,150","15,350","13,200"
16/ 07/ 2021,"11,700","10,650","10,350","11,700","11,500","13,000","12,600","33,250","33,250","124,000","127,600","118,600","25,500","25,500","32,750","32,750","29,900","29,900","37,750","36,900","38,300","58,400","46,650","70,250","15,350","14,350","16,000","15,400","14,150","15,350","13,250"
19/ 07/ 2021,"11,700","10,650","10,350","11,700","11,550","13,000","12,600","33,750","33,750","129,150","132,750","121,550","25,800","25,800","33,650","33,650","30,150","30,150","42,350","41,400","42,700","58,950","47,900","70,300","15,400","14,350","16,000","15,400","14,100","15,350","13,250"
20/ 07/ 2021,"13,000","13,250","11,900","13,500","10,250","14,750","14,250","36,300","36,300","127,500","130,000","125,000","30,150","30,150","47,500","47,500","45,000","45,000","70,000","65,000","75,000","85,000",-,"85,000","17,150",-,"17,750","16,500","16,000","17,250","14,750"
21/ 07/ 2021,"11,700","10,650","10,350","11,700","11,500","13,000","12,600","33,950","33,950","127,650","131,300","120,550","25,800","25,800","33,900","33,900","30,300","30,300","42,650","41,500","42,850","59,600","49,050","70,950","15,400","14,400","16,050","15,400","14,150","15,400","13,250"
22/ 07/ 2021,"11,700","10,650","10,350","11,700","11,500","13,000","12,600","33,850","33,850","127,100","130,700","119,850","25,850","25,850","34,000","34,000","30,350","30,350","42,300","41,600","42,550","59,100","48,500","70,300","15,400","14,400","16,050","15,400","14,150","15,350","13,250"
23/ 07/ 2021,"11,700","10,650","10,350","11,700","11,500","13,000","12,600","33,750","33,750","126,650","130,250","119,400","25,900","25,900","34,250","34,250","30,350","30,350","42,250","40,950","43,050","59,200","48,700","70,150","15,400","14,450","16,050","15,400","14,150","15,350","13,250"
26/ 07/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","33,150","33,150","124,700","128,200","118,800","26,100","26,100","34,800","34,800","30,500","30,500","38,200","38,300","38,400","54,750","46,100","63,350","15,450","14,500","16,050","15,450","14,150","15,350","13,250"
27/ 07/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,800","32,800","124,900","128,450","118,900","26,150","26,150","35,100","35,100","30,650","30,650","37,300","37,700","37,350","53,800","45,250","62,300","15,450","14,550","16,050","15,450","14,150","15,350","13,250"
28/ 07/ 2021,"11,750","10,650","10,300","11,700","11,500","13,500","12,600","32,650","32,650","124,850","128,450","118,900","26,150","26,150","35,350","35,350","30,600","30,600","36,500","36,700","36,650","52,550","44,350","60,700","15,500","14,600","16,050","15,450","14,150","15,350","13,250"
29/ 07/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,400","32,400","124,250","127,850","118,850","26,200","26,200","35,650","35,650","30,650","30,650","35,600","36,100","35,750","51,100","43,000","58,900","15,550","14,700","16,100","15,500","14,150","15,350","13,250"
30/ 07/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,300","32,300","124,100","127,700","118,700","26,200","26,200","35,750","35,750","30,650","30,650","34,750","35,350","34,600","50,200","42,500","57,550","15,550","14,700","16,100","15,500","14,150","15,350","13,250"
02/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,100","32,100","124,050","127,600","118,750","26,150","26,150","36,100","36,100","30,850","30,850","33,200","33,600","33,100","48,550","41,150","55,650","15,600","14,800","16,150","15,500","14,150","15,350","13,200"
03/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,350","32,350","124,050","127,600","118,700","26,200","26,200","36,350","36,350","30,850","30,850","32,850","33,600","32,600","47,900","40,350","55,050","15,600","14,850","16,150","15,550","14,150","15,350","13,200"
04/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,650","32,650","124,050","127,600","118,700","26,150","26,150","36,400","36,400","30,850","30,850","32,350","33,150","32,050","47,400","40,250","54,400","15,650","14,850","16,150","15,550","14,100","15,350","13,200"
05/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,650","32,650","124,050","127,600","118,700","26,150","26,150","36,350","36,350","30,850","30,850","32,450","33,200","32,000","47,300","39,950","54,300","15,650","14,900","16,150","15,550","14,100","15,350","13,200"
06/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,500","32,500","124,050","127,600","118,700","26,150","26,150","36,300","36,300","30,850","30,850","31,950","32,650","31,700","47,250","39,950","53,800","15,650","14,950","16,200","15,550","14,100","15,350","13,200"
09/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,550","32,550","124,050","127,600","118,600","25,950","25,950","36,200","36,200","30,800","30,800","31,450","32,250","31,250","46,700","40,500","52,750","15,700","15,000","16,200","15,600","14,100","15,350","13,200"
10/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,850","32,850","124,050","127,600","118,600","25,900","25,900","36,150","36,150","30,800","30,800","31,400","32,300","31,200","46,100","40,300","51,850","15,700","15,000","16,200","15,600","14,100","15,300","13,200"
11/ 08/ 2021,"11,250",-,-,"10,500","11,500","11,500","11,500","29,000","29,000","100,650","106,250","95,000","23,250","23,250","28,500","28,500","24,500","24,500","17,500","13,750","30,000","28,150","27,500","28,750","15,200","14,000","16,000","15,500","13,400","14,000","12,750"
12/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,900","32,900","124,050","127,600","118,650","25,850","25,850","35,900","35,900","30,800","30,800","31,050","31,750","30,800","45,200","39,600","50,500","15,700","15,000","16,200","15,600","14,100","15,300","13,200"
13/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,750","32,750","124,000","127,550","118,600","25,850","25,850","35,750","35,750","30,800","30,800","30,850","31,600","30,550","44,950","39,300","49,850","15,750","15,050","16,200","15,600","14,050","15,300","13,150"
16/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,500","32,500","124,000","127,550","118,600","25,700","25,700","35,050","35,050","30,600","30,600","30,150","31,200","29,650","43,500","38,250","47,700","15,750","15,100","16,200","15,600","14,050","15,300","13,200"
17/ 08/ 2021,"13,000","13,250","11,900","13,500","10,250","14,750","14,250","39,050","39,050","127,500","130,000","125,000","29,900","29,900","48,750","48,750","45,000","45,000","43,750","47,500","40,000","75,000",-,"75,000","17,150",-,"17,750","16,500","16,000","17,250","14,750"
18/ 08/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,600","32,400","32,400","124,000","127,550","118,600","25,550","25,550","34,650","34,650","30,600","30,600","30,200","30,650","29,900","42,250","37,000","46,150","15,750","15,150","16,200","15,600","14,050","15,300","13,200"
19/ 08/ 2021,"11,650","10,650","10,300","11,700","11,450","13,000","12,600","32,300","32,300","124,000","127,550","118,600","25,500","25,500","34,500","34,500","30,550","30,550","29,950","30,450","29,450","42,150","36,700","46,000","15,800","15,200","16,250","15,600","14,050","15,300","13,200"
20/ 08/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,600","32,150","32,150","124,000","127,550","118,600","25,450","25,450","34,350","34,350","30,550","30,550","29,700","30,250","29,150","41,700","36,250","45,400","15,800","15,200","16,250","15,600","14,050","15,300","13,200"
23/ 08/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,600","32,250","32,250","124,050","127,600","118,600","25,300","25,300","33,700","33,700","30,300","30,300","28,700","29,350","28,200","39,500","34,650","42,550","15,850","15,250","16,250","15,650","14,050","15,300","13,150"
24/ 08/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,600","32,350","32,350","124,050","127,550","118,600","25,200","25,200","33,500","33,500","30,250","30,250","28,450","29,050","28,050","39,000","34,450","41,550","15,850","15,250","16,250","15,650","14,050","15,300","13,200"
25/ 08/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,600","32,400","32,400","124,000","127,500","118,550","25,150","25,150","33,200","33,200","30,300","30,300","28,250","28,750","27,950","38,650","34,250","41,350","15,850","15,300","16,250","15,650","14,050","15,300","13,150"
26/ 08/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,600","32,550","32,550","124,150","127,700","118,750","25,100","25,100","32,950","32,950","30,250","30,250","28,350","28,900","28,000","38,050","34,000","40,550","15,850","15,300","16,250","15,650","14,050","15,250","13,150"
27/ 08/ 2021,"11,650","10,650","10,300","11,700","11,500","12,950","12,600","32,800","32,800","124,100","127,650","118,650","25,050","25,050","32,650","32,650","30,200","30,200","28,150","28,700","27,800","37,950","33,950","40,250","15,850","15,350","16,250","15,700","14,050","15,300","13,150"
30/ 08/ 2021,"11,650","10,650","10,300","11,700","11,500","12,950","12,600","33,150","33,150","124,050","127,600","118,650","24,750","24,750","32,200","32,200","30,250","30,250","28,500","28,900","28,100","36,950","34,450","38,800","15,900","15,350","16,300","15,700","14,050","15,250","13,150"
31/ 08/ 2021,"11,650","10,650","10,300","11,700","11,500","12,950","12,600","33,350","33,350","124,050","127,550","118,650","24,650","24,650","32,100","32,100","30,200","30,200","28,650","29,050","28,200","36,800","34,450","38,450","15,900","15,350","16,300","15,700","14,050","15,250","13,150"
01/ 09/ 2021,"11,650","10,650","10,300","11,700","11,500","12,950","12,600","33,700","33,700","124,100","127,650","118,650","24,600","24,600","31,950","31,950","30,200","30,200","28,900","29,250","28,500","37,150","34,750","38,450","15,900","15,350","16,300","15,700","14,050","15,300","13,150"
02/ 09/ 2021,"11,650","10,650","10,300","11,700","11,500","12,950","12,600","33,900","33,900","124,050","127,600","118,650","24,500","24,500","31,750","31,750","30,150","30,150","28,900","29,250","28,400","37,000","34,600","37,900","15,900","15,400","16,350","15,750","14,050","15,250","13,150"
03/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,600","33,950","33,950","124,050","127,600","118,650","24,400","24,400","31,600","31,600","30,050","30,050","28,850","29,150","28,300","36,500","34,500","37,100","15,900","15,350","16,350","15,750","14,050","15,250","13,150"
06/ 09/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,550","34,200","34,200","124,100","127,650","118,750","24,100","24,100","31,400","31,400","29,950","29,950","28,550","29,000","28,150","36,850","35,250","36,900","15,950","15,400","16,400","15,750","14,050","15,250","13,150"
07/ 09/ 2021,"11,650","10,650","10,350","11,700","11,500","13,000","12,550","35,850","35,850","124,100","127,650","118,600","24,050","24,050","31,250","31,250","29,900","29,900","28,250","28,200","28,000","36,700","34,600","36,700","15,950","15,400","16,400","15,800","14,050","15,300","13,150"
08/ 09/ 2021,"11,700","10,650","10,300","11,700","11,500","13,000","12,550","34,400","34,400","124,000","127,550","118,550","23,950","23,950","31,250","31,250","29,900","29,900","28,350","28,300","28,000","36,900","34,850","36,850","16,000","15,400","16,450","15,800","14,050","15,250","13,150"
09/ 09/ 2021,"11,700","10,650","10,350","11,700","11,500","13,000","12,550","34,600","34,600","124,000","127,550","118,500","23,950","23,950","31,200","31,200","29,950","29,950","28,600","28,800","28,150","37,100","34,750","37,450","16,000","15,400","16,450","15,800","14,050","15,250","13,150"
10/ 09/ 2021,"11,650","10,650","10,350","11,650","11,500","13,000","12,550","34,800","34,800","124,000","127,550","118,500","23,900","23,900","31,150","31,150","29,950","29,950","28,400","28,450","28,000","36,850","34,550","37,150","16,000","15,400","16,450","15,850","14,050","15,250","13,150"
13/ 09/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,550","34,800","34,800","124,050","127,600","118,600","23,800","23,800","30,850","30,850","29,900","29,900","28,000","27,950","27,600","36,100","34,350","36,100","16,050","15,450","16,450","15,850","14,050","15,250","13,150"
14/ 09/ 2021,"11,650","10,650","10,350","11,700","11,500","13,000","12,550","34,800","34,800","124,050","127,600","118,600","23,750","23,750","30,550","30,550","29,850","29,850","28,200","28,000","27,900","35,750","34,200","35,350","16,050","15,450","16,450","15,900","14,050","15,250","13,150"
15/ 09/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,550","34,800","34,800","124,100","127,650","118,700","23,700","23,700","30,350","30,350","29,850","29,850","28,250","28,250","27,800","35,750","34,350","35,150","16,050","15,450","16,500","15,900","14,050","15,250","13,150"
16/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","13,000","12,550","34,800","34,800","124,100","127,600","118,700","23,650","23,650","30,350","30,350","29,850","29,850","28,500","28,500","27,950","36,100","34,600","35,350","16,050","15,450","16,500","15,900","14,050","15,250","13,150"
17/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","13,000","12,550","34,900","34,900","124,100","127,650","118,700","23,600","23,600","30,300","30,300","29,800","29,800","28,450","28,400","27,900","36,300","34,650","35,650","16,050","15,450","16,500","15,900","14,050","15,250","13,150"
20/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","13,000","12,550","34,950","34,950","124,050","127,550","118,650","23,450","23,450","30,100","30,100","29,650","29,650","28,700","28,700","28,300","36,150","34,400","35,800","16,050","15,450","16,500","15,900","14,050","15,250","13,150"
21/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","13,000","12,550","35,050","35,050","124,050","127,600","118,600","23,400","23,400","30,000","30,000","29,650","29,650","28,850","28,800","28,500","36,150","34,550","35,850","16,100","15,500","16,500","15,950","14,050","15,250","13,150"
22/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,250","35,250","124,050","127,600","118,600","23,350","23,350","30,000","30,000","29,650","29,650","28,900","28,650","28,650","36,400","35,000","36,050","16,100","15,500","16,550","15,950","14,050","15,250","13,150"
23/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,350","35,350","124,050","127,600","118,600","23,300","23,300","29,850","29,850","29,650","29,650","28,950","28,700","28,650","36,650","35,000","36,250","16,100","15,500","16,550","15,950","14,050","15,250","13,150"
24/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,400","35,400","124,050","127,600","118,600","23,250","23,250","29,850","29,850","29,600","29,600","29,150","29,050","28,800","36,550","34,750","36,300","16,100","15,500","16,550","15,950","14,050","15,250","13,150"
27/ 09/ 2021,"11,650","10,650","10,300","11,700","11,500","13,000","12,550","35,600","35,600","124,050","127,550","118,650","23,250","23,250","29,750","29,750","29,650","29,650","29,800","29,350","29,500","37,750","35,250","37,850","16,100","15,500","16,550","16,000","14,050","15,250","13,150"
28/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,650","35,650","123,650","127,550","117,800","23,300","23,300","29,750","29,750","29,700","29,700","30,250","29,750","30,000","38,150","35,200","38,200","16,150","15,500","16,550","16,000","14,050","15,250","13,150"
29/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,700","35,700","123,700","127,600","117,850","23,300","23,300","29,650","29,650","29,600","29,600","30,350","29,750","30,100","37,800","35,300","37,750","16,150","15,500","16,550","16,000","14,050","15,250","13,150"
30/ 09/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,600","35,600","123,650","127,600","117,850","23,350","23,350","29,650","29,650","29,550","29,550","30,350","29,500","30,150","38,050","35,250","38,100","16,150","15,500","16,550","16,000","14,100","15,250","13,150"
01/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,500","35,500","124,100","127,600","118,700","23,350","23,350","29,650","29,650","29,600","29,600","30,700","29,950","30,500","37,900","35,450","38,000","16,150","15,500","16,550","16,050","14,050","15,250","13,150"
04/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,400","35,400","124,000","127,600","118,600","23,300","23,300","29,500","29,500","29,550","29,550","33,350","31,950","33,350","38,300","35,700","38,600","16,200","15,550","16,600","16,100","14,050","15,200","13,150"
05/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,350","35,350","124,050","127,650","118,700","23,250","23,250","29,500","29,500","29,550","29,550","33,900","32,550","33,800","38,600","35,900","38,950","16,200","15,550","16,600","16,100","14,050","15,200","13,150"
06/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,350","35,350","124,150","127,750","118,700","23,250","23,250","29,500","29,500","29,600","29,600","33,800","32,500","33,800","38,350","35,850","38,900","16,200","15,450","16,600","16,100","14,050","15,200","13,150"
07/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,450","35,450","124,150","127,750","118,600","23,200","23,200","29,600","29,600","29,650","29,650","34,200","32,850","34,250","38,650","36,100","39,200","16,250","15,550","16,700","16,150","14,050","15,250","13,150"
08/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,550","35,550","124,150","127,700","118,600","23,200","23,200","29,550","29,550","29,600","29,600","34,250","32,900","34,450","38,900","36,300","39,650","16,300","15,550","16,700","16,200","14,050","15,200","13,150"
11/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,750","35,750","124,150","127,700","118,600","23,150","23,150","29,600","29,600","29,550","29,550","34,150","33,150","34,300","39,500","36,100","40,200","16,450","15,750","16,850","16,350","14,050","15,200","13,150"
12/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,900","35,900","124,150","127,700","118,600","23,150","23,150","29,600","29,600","29,550","29,550","34,250","33,150","34,450","39,500","36,200","40,150","16,500","15,850","16,900","16,350","14,050","15,200","13,150"
13/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,900","35,900","124,150","127,700","118,600","23,150","23,150","29,650","29,650","29,550","29,550","34,650","33,250","34,750","39,900","36,200","40,800","16,550","15,900","16,950","16,450","14,050","15,200","13,150"
14/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","13,000","12,550","36,050","36,050","124,150","127,700","118,600","23,150","23,150","29,850","29,850","29,650","29,650","34,850","33,700","34,850","39,800","36,100","41,150","16,600","15,950","17,000","16,450","14,050","15,200","13,150"
15/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","13,000","12,550","36,050","36,050","124,200","127,750","118,650","23,150","23,150","29,900","29,900","29,650","29,650","34,700","33,600","34,750","40,100","36,300","41,500","16,650","16,000","17,050","16,500","14,000","15,200","13,150"
18/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","36,050","36,050","124,300","127,900","118,750","23,050","23,050","29,800","29,800","29,450","29,450","34,200","33,450","34,400","40,100","36,100","41,800","16,750","16,100","17,100","16,600","14,050","15,200","13,150"
19/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","13,000","12,550","36,100","36,100","124,250","127,950","118,550","23,050","23,050","29,850","29,850","29,600","29,600","34,300","33,400","34,500","40,050","35,700","41,700","16,800","16,150","17,150","16,650","14,000","15,200","13,150"
20/ 10/ 2021,"14,150","12,500","12,250","14,250","13,150","16,750","16,000","43,250","43,250","147,500","147,500","147,500","28,000","28,000","35,750","35,750","33,750","33,750","51,250","50,000","52,500","58,750","58,750","58,750","17,000",-,"17,250","16,750","14,250","14,750","13,750"
