tanggal,beras,beras_kb1,beras_kb2,beras_km1,beras_km2,beras_ks1,beras_ks2,daging_ayam,daging_ayam_rs,daging_sapi,daging_sapi_k1,daging_sapi_k2,telur_ayam,telur_ayam_rs,bawang_merah,bawang_merah_sedang,bawang_putih,bawang_putih_sedang,cabai_merah,cabai_merah_besar,cabai_merah_keriting,cabai_rawit,cabai_rawit_hijau,cabai_rawit_merah,minyak_goreng,minyak_goreng_curah,minyak_goreng_merk1,minyak_goreng_merk2,gula_pasir,gula_pasir_premium,gula_pasir_lokal
21/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","36,000","36,000","124,150","127,750","118,500","23,000","23,000","29,800","29,800","29,450","29,450","34,400","33,350","34,600","39,400","35,950","40,650","16,800","16,200","17,150","16,650","14,050","15,200","13,150"
22/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","36,150","36,150","124,150","127,750","118,550","22,950","22,950","29,750","29,750","29,450","29,450","34,750","33,700","34,950","38,950","35,600","40,050","16,850","16,250","17,200","16,700","14,250","15,250","13,550"
25/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","35,950","35,950","124,150","127,750","118,500","23,000","23,000","29,600","29,600","29,450","29,450","35,450","33,850","35,800","37,700","34,800","38,450","16,950","16,400","17,300","16,800","14,050","15,250","13,150"
26/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","36,150","36,150","124,150","127,750","118,500","23,000","23,000","29,600","29,600","29,450","29,450","35,400","33,850","35,600","37,350","34,500","38,150","17,050","16,500","17,350","16,850","14,050","15,250","13,150"
27/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","36,050","36,050","124,150","127,750","118,500","23,100","23,100","29,600","29,600","29,450","29,450","35,350","33,750","35,550","37,250","34,200","38,100","17,050","16,550","17,400","16,900","14,050","15,250","13,150"
28/ 10/ 2021,"11,650","10,650","10,300","11,700","11,450","12,950","12,550","36,100","36,100","124,200","127,800","118,550","23,100","23,100","29,650","29,650","29,500","29,500","35,350","33,600","35,600","37,050","34,100","37,750","17,200","16,600","17,550","17,050","14,050","15,250","13,150"
29/ 10/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","36,050","36,050","124,200","127,800","118,550","23,150","23,150","29,450","29,450","29,450","29,450","35,550","33,700","35,750","36,200","33,700","36,750","17,250","16,600","17,600","17,100","14,050","15,250","13,150"
01/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","13,000","12,550","35,950","35,950","124,350","127,900","118,800","23,250","23,250","29,250","29,250","29,450","29,450","36,100","33,400","36,850","35,550","33,050","35,950","17,400","16,750","17,750","17,250","14,100","15,300","13,150"
02/ 11/ 2021,"11,650","10,650","10,350","11,700","11,500","12,950","12,550","36,050","36,050","124,100","127,700","118,500","23,350","23,350","29,100","29,100","29,500","29,500","36,100","33,350","36,800","35,100","32,750","35,950","17,450","16,800","17,850","17,300","14,100","15,300","13,150"
03/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,850","35,850","124,350","127,850","118,900","23,450","23,450","29,100","29,100","29,500","29,500","36,500","33,700","37,400","35,350","32,850","35,850","17,550","16,950","17,850","17,400","14,050","15,250","13,150"
04/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,850","35,850","124,350","127,850","118,900","23,550","23,550","29,050","29,050","29,400","29,400","37,100","34,400","38,050","35,500","32,850","36,000","17,700","17,000","18,000","17,550","14,050","15,250","13,200"
05/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,850","35,850","124,300","127,750","118,900","23,750","23,750","29,050","29,050","29,450","29,450","38,100","35,300","39,200","35,500","32,950","36,050","17,700","17,000","18,050","17,600","14,050","15,250","13,200"
08/ 11/ 2021,"11,650","10,650","10,300","11,650","11,450","12,950","12,550","35,950","35,950","124,250","127,750","118,800","24,350","24,350","28,850","28,850","29,500","29,500","39,650","36,550","40,800","35,200","32,600","35,750","17,850","17,150","18,250","17,750","14,050","15,250","13,200"
09/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","36,000","36,000","124,250","127,750","118,800","24,750","24,750","28,700","28,700","29,500","29,500","40,450","37,350","41,550","35,100","32,550","35,600","17,950","17,250","18,350","17,850","14,050","15,250","13,150"
10/ 11/ 2021,"11,700","10,650","10,350","11,750","11,500","13,000","12,600","35,700","35,700","124,750","128,150","119,350","24,950","24,950","29,000","29,000","29,700","29,700","41,700","38,600","43,050","36,200","33,550","36,750","18,000","17,250","18,400","17,900","14,100","15,300","13,200"
11/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,700","35,700","124,250","127,750","118,800","25,900","25,900","28,650","28,650","29,450","29,450","41,350","38,200","42,600","35,900","33,350","36,200","18,050","17,300","18,450","18,000","14,050","15,250","13,150"
12/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,700","35,700","124,050","127,300","118,850","25,050","25,050","28,650","28,650","29,500","29,500","41,500","38,500","42,600","36,250","33,500","36,600","18,100","17,350","18,500","18,000","14,050","15,250","13,150"
15/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,350","35,350","124,400","127,900","118,950","25,200","25,200","28,350","28,350","29,450","29,450","41,900","39,550","42,800","37,050","34,400","36,900","18,250","17,450","18,650","18,150","14,050","15,250","13,150"
16/ 11/ 2021,"11,650","10,650","10,350","11,650","11,450","12,950","12,550","35,350","35,350","124,300","127,850","118,850","25,300","25,300","28,300","28,300","29,450","29,450","41,850","39,550","42,750","37,450","34,750","37,450","18,300","17,450","18,750","18,200","14,050","15,250","13,150"
17/ 11/ 2021,"11,650","10,650","10,350","11,650","11,450","12,950","12,550","35,250","35,250","124,100","127,650","118,600","25,300","25,300","28,250","28,250","29,500","29,500","42,000","39,950","42,850","37,450","34,650","37,500","18,350","17,500","18,800","18,250","14,050","15,250","13,150"
18/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,200","35,200","124,100","127,650","118,650","25,300","25,300","28,100","28,100","29,450","29,450","41,750","39,700","42,700","37,600","35,100","37,500","18,350","17,500","18,800","18,250","14,050","15,250","13,150"
19/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,250","35,250","124,200","127,750","118,750","25,300","25,300","28,100","28,100","29,450","29,450","41,600","39,700","42,450","37,500","34,850","37,450","18,400","17,500","18,850","18,300","14,050","15,250","13,150"
22/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,050","35,050","124,200","127,750","118,750","25,250","25,250","27,800","27,800","29,400","29,400","42,000","41,050","42,550","39,900","36,150","40,650","18,450","17,550","18,900","18,400","14,050","15,250","13,150"
23/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,000","35,000","124,200","127,800","118,700","25,300","25,300","27,600","27,600","29,350","29,350","42,100","41,200","42,650","41,150","37,250","42,050","18,500","17,550","18,950","18,450","14,050","15,250","13,200"
24/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,050","35,050","124,250","127,800","118,700","25,300","25,300","27,500","27,500","29,300","29,300","41,800","41,200","42,200","41,450","37,850","42,350","18,550","17,600","19,000","18,550","14,050","15,250","13,200"
25/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,250","35,250","124,250","127,850","118,700","25,250","25,250","27,450","27,450","29,350","29,350","42,050","41,350","42,450","42,150","38,500","43,000","18,600","17,600","19,000","18,600","14,050","15,250","13,200"
26/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,300","35,300","124,150","127,850","118,550","25,200","25,200","27,450","27,450","29,250","29,250","42,300","41,700","42,700","43,450","39,900","44,350","18,600","17,650","19,050","18,650","14,050","15,250","13,200"
29/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,400","35,400","124,150","127,850","118,500","25,100","25,100","27,300","27,300","29,200","29,200","42,550","42,550","42,750","46,400","41,550","48,250","18,700","17,700","19,150","18,750","14,050","15,250","13,200"
30/ 11/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,400","35,400","124,150","127,800","118,500","25,000","25,000","27,200","27,200","29,250","29,250","42,800","43,700","42,900","47,300","41,800","49,600","18,750","17,700","19,250","18,850","14,050","15,250","13,200"
01/ 12/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,250","35,250","124,200","127,850","118,600","24,950","24,950","27,200","27,200","29,250","29,250","43,200","44,200","43,250","48,400","42,300","51,500","18,850","17,750","19,350","18,900","14,050","15,250","13,200"
02/ 12/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,250","35,250","124,250","127,900","118,600","24,900","24,900","27,100","27,100","29,250","29,250","43,600","43,900","43,650","50,750","43,200","54,750","18,900","17,750","19,400","18,950","14,050","15,250","13,200"
03/ 12/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,150","35,150","124,250","127,900","118,650","24,900","24,900","27,150","27,150","29,250","29,250","44,300","45,000","44,400","52,100","43,850","57,350","18,950","17,800","19,450","19,000","14,050","15,250","13,200"
06/ 12/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,150","35,150","124,150","127,900","118,500","24,850","24,850","27,350","27,350","29,250","29,250","46,650","47,250","47,150","59,950","49,900","68,100","19,100","17,850","19,650","19,200","14,050","15,250","13,200"
07/ 12/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,050","35,050","124,200","127,900","118,600","24,850","24,850","27,400","27,400","29,200","29,200","47,200","47,750","47,750","61,350","51,300","70,000","19,150","17,900","19,700","19,300","14,050","15,250","13,200"
08/ 12/ 2021,"11,650","10,650","10,350","11,700","11,450","12,950","12,550","35,100","35,100","124,100","127,700","118,600","24,850","24,850","27,550","27,550","29,200","29,200","48,000","48,250","48,400","62,400","52,450","71,250","19,200","17,950","19,750","19,350","14,100","15,250","13,200"
09/ 12/ 2021,"11,650","10,650","10,350","11,700","11,500","12,950","12,550","35,200","35,200","124,250","127,950","118,600","24,850","24,850","27,600","27,600","29,250","29,250","48,550","48,950","49,000","63,600","53,450","72,900","19,250","17,950","19,800","19,350","14,100","15,250","13,200"
10/ 12/ 2021,"11,650","10,650","10,400","11,700","11,500","12,950","12,550","35,250","35,250","124,250","127,950","118,600","24,850","24,850","27,800","27,800","29,200","29,200","49,900","49,600","51,150","65,400","54,000","76,100","19,250","17,950","19,800","19,400","14,100","15,250","13,250"
13/ 12/ 2021,"11,650","10,650","10,400","11,700","11,500","12,950","12,550","35,550","35,550","124,250","127,900","118,650","25,350","25,350","28,350","28,350","29,150","29,150","51,450","50,100","53,100","70,100","56,400","81,750","19,300","18,000","19,900","19,450","14,100","15,250","13,250"
14/ 12/ 2021,"11,700","10,700","10,400","11,700","11,500","13,000","12,550","35,550","35,550","124,200","127,850","118,650","25,550","25,550","28,450","28,450","29,250","29,250","51,750","50,450","53,400","70,650","56,600","83,500","19,300","18,000","19,900","19,450","14,100","15,250","13,250"
15/ 12/ 2021,"11,700","10,700","10,400","11,700","11,500","13,000","12,550","35,700","35,700","124,200","127,850","118,650","25,950","25,950","28,250","28,250","28,750","28,750","50,850","49,450","52,500","69,500","55,600","81,950","19,400","18,050","20,000","19,550","14,100","15,300","13,250"
16/ 12/ 2021,"11,700","10,700","10,400","11,700","11,500","13,000","12,600","35,750","35,750","124,200","127,850","118,650","26,200","26,200","28,850","28,850","29,350","29,350","51,800","50,850","53,500","72,650","57,400","86,500","19,450","18,150","20,050","19,550","14,100","15,300","13,250"
17/ 12/ 2021,"11,700","10,650","10,400","11,700","11,500","13,000","12,550","35,850","35,850","124,300","127,950","118,700","26,350","26,350","28,900","28,900","29,400","29,400","51,600","50,600","53,200","73,250","57,450","87,450","19,450","18,100","20,100","19,550","14,100","15,250","13,250"
20/ 12/ 2021,"11,650","10,600","10,300","11,650","11,500","12,950","12,500","35,750","35,750","124,850","128,500","119,300","26,900","26,900","29,200","29,200","29,650","29,650","50,750","49,500","52,350","73,900","56,900","89,600","19,500","18,150","20,200","19,650","14,100","15,350","13,250"
21/ 12/ 2021,"11,650","10,600","10,300","11,650","11,500","12,850","12,450","36,000","36,000","125,400","129,050","120,000","27,100","27,100","29,400","29,400","29,750","29,750","50,700","49,050","52,500","73,350","57,250","89,450","19,550","18,150","20,250","19,650","14,100","15,300","13,250"
22/ 12/ 2021,"11,600","10,550","10,250","11,600","11,450","12,900","12,450","36,050","36,050","123,800","127,600","118,700","27,500","27,500","29,100","29,100","29,600","29,600","50,750","49,650","52,500","74,550","56,650","90,550","19,550","18,150","20,250","19,700","14,150","15,300","13,300"
23/ 12/ 2021,"11,650","11,000","10,250","11,600","11,450","12,900","12,450","36,200","36,200","125,050","128,750","120,150","28,050","28,050","29,400","29,400","29,650","29,650","50,350","49,100","51,950","76,000","57,350","92,350","19,550","18,150","20,300","19,700","14,200","15,300","13,350"
24/ 12/ 2021,"11,600","10,550","10,250","11,600","11,450","12,900","12,450","36,500","36,500","125,200","128,900","120,250","28,700","28,700","29,550","29,550","29,700","29,700","50,650","49,300","52,450","77,400","57,900","94,100","19,550","18,150","20,300","19,700","14,200","15,350","13,350"
27/ 12/ 2021,"11,700","10,700","10,400","11,750","11,550","13,000","12,600","36,950","36,950","124,350","128,450","118,700","29,550","29,550","29,950","29,950","29,950","29,950","51,250","49,850","53,300","79,750","60,250","97,800","19,600","18,150","20,350","19,800","14,100","15,250","13,350"
28/ 12/ 2021,"11,700","10,700","10,450","11,750","11,550","13,050","12,600","36,950","36,950","124,550","128,200","118,900","29,600","29,600","30,050","30,050","30,000","30,000","51,000","49,800","53,050","79,150","60,050","96,400","19,650","18,200","20,350","19,800","14,100","15,250","13,300"
29/ 12/ 2021,"11,750","10,700","10,450","11,750","11,550","13,050","12,600","37,250","37,250","124,550","128,250","118,900","30,100","30,100","30,100","30,100","29,950","29,950","50,300","49,100","52,500","77,750","59,450","94,500","19,750","18,250","20,450","19,950","14,100","15,200","13,300"
30/ 12/ 2021,"11,750","10,700","10,450","11,750","11,550","13,050","12,600","37,600","37,600","124,700","128,400","119,050","30,300","30,300","30,050","30,050","30,100","30,100","49,150","48,300","51,150","76,250","59,100","91,750","19,850","18,400","20,600","20,050","14,100","15,200","13,300"
31/ 12/ 2021,"11,750","10,700","10,450","11,750","11,550","13,050","12,600","37,950","37,950","124,850","128,550","119,200","30,300","30,300","30,100","30,100","30,100","30,100","48,650","47,850","50,600","75,000","59,150","89,500","19,900","18,450","20,600","20,100","14,100","15,200","13,300"
03/ 01/ 2022,"11,750","10,750","10,400","11,750","11,550","13,050","12,600","38,100","38,100","124,950","128,650","119,300","30,250","30,250","30,200","30,200","30,150","30,150","47,500","47,250","49,000","73,750","59,300","86,700","20,000","18,550","20,700","20,200","14,150","15,250","13,350"
